z,y,x,tomo_id
56.0,238.00941265243856,261.1325741852278,mba2011-02-16-111
68.0,253.4248491508193,300.2640668349636,mba2011-02-16-112
63.0,293.7421446081229,266.4686868192827,mba2011-02-16-113
65.0,256.38935616973873,277.7338134911763,mba2011-02-16-114
70.0,291.3705389929874,269.43319383820204,mba2011-02-16-115
68.0,287.81313057028416,269.43319383820204,mba2011-02-16-116
44.0,291.3705389929874,278.9196162987441,mba2011-02-16-117
66.0,226.15138457676105,275.9551092798247,mba2011-02-16-11
65.0,230.3016944032481,245.1242362830632,mba2011-02-16-120
62.0,242.7526238827096,256.9822643587407,mba2011-02-16-121
42.0,200.0637228102705,224.37268715062748,mba2011-02-16-122
62.0,268.24738424541624,264.0970812041472,mba2011-02-16-123
65.0,236.8236098448708,271.8047994533376,mba2011-02-16-124
59.0,254.61065195838708,264.0970812041472,mba2011-02-16-127
38.0,266.4686800340646,130.69426535277512,mba2011-02-16-128
64.0,258.1680603810904,244.53133487927929,mba2011-02-16-129
60.0,230.3016944032481,243.3455320717116,mba2011-02-16-12
56.0,167.45414560215735,159.15353273440115,mba2011-02-16-130
55.0,261.7254688037936,262.31837699279555,mba2011-02-16-131
65.0,237.41651124865467,261.7254755890117,mba2011-02-16-132
59.0,261.13256740000975,255.7964615511729,mba2011-02-16-133
61.0,229.1158915956804,267.06158822306656,mba2011-02-16-134
47.0,372.0051299075945,179.31218046305293,mba2011-02-16-135
64.0,130.10135716377317,344.73167211875426,mba2011-02-16-135
65.0,263.5041730151452,238.00941943765665,mba2011-02-16-136
62.0,274.176398283255,304.4143766614507,mba2011-02-16-138
60.0,242.7526238827096,258.16806716630845,mba2011-02-16-139
63.0,265.28287722649685,274.17640506847306,mba2011-02-16-13
62.0,265.28287722649685,275.3622078760408,mba2011-02-16-140
66.0,249.8674407281161,259.35386997387616,mba2011-02-16-141
61.0,238.60231405622244,227.33719416954688,mba2011-02-16-142
57.0,265.28287722649685,252.2390531284697,mba2011-02-16-143
55.0,263.5041730151452,233.2662082073857,mba2011-02-16-144
48.0,443.74619976544346,283.6628275290151,mba2011-02-16-145
51.0,101.64208978214714,208.36434924846287,mba2011-02-16-145
62.0,263.5041730151452,227.33719416954688,mba2011-02-16-146
51.0,264.09707441892914,249.86744751333416,mba2011-02-16-147
54.0,264.689975822713,254.6106587436052,mba2011-02-16-148
64.0,230.8945958070321,272.39770085712144,mba2011-02-16-149
58.0,291.96344039677126,157.37482852304953,mba2011-02-16-14
62.0,255.79645476595485,230.89460259225007,mba2011-02-16-150
62.0,254.01775055460325,239.1952222452244,mba2011-02-16-151
60.0,256.38935616973873,256.9822643587407,mba2011-02-16-152
55.0,370.22642569624287,286.03442409719315,mba2011-02-16-153
63.0,233.2662014221676,92.74856646364964,mba2011-02-16-153
51.0,239.19521546000632,260.5396727814439,mba2011-02-16-154
33.0,246.3100323054128,262.9112783965794,mba2011-02-16-155
54.0,248.08873651676444,242.75263066792763,mba2011-02-16-156
60.0,268.24738424541624,246.31003909063088,mba2011-02-16-157
60.0,267.6544828416324,251.6461517246858,mba2011-02-16-158
57.0,283.06991934001314,259.94677137766007,mba2011-02-16-159
56.0,96.30597714809224,138.40198360196553,mba2011-02-16-15
50.0,268.8402856492001,426.5520658409291,mba2011-02-16-15
60.0,150.85290629620883,159.15353273440115,mba2011-02-16-160
51.0,405.80050992327546,305.6001794690185,mba2011-02-16-160
54.0,176.94056806269936,84.44795585763282,mba2011-02-16-161
62.0,266.4686800340646,236.230715226305,mba2011-02-16-162
43.0,255.2035533621709,104.60660358628456,mba2011-02-16-164
55.0,235.63780703730305,291.37054577820544,mba2011-02-16-166
63.0,242.7526238827096,268.8402924344182,mba2011-02-16-167
60.0,248.6816379205483,257.57516576252453,mba2011-02-16-16
62.0,242.1597224789257,243.3455320717116,mba2011-02-16-170
61.0,185.8340891194575,86.22666006898444,mba2011-02-16-171
50.0,296.7066516270423,404.0218124971418,mba2011-02-16-171
47.0,404.02180571192383,454.4184318187713,mba2011-02-16-172
43.0,144.92389225837007,441.96750233930993,mba2011-02-16-172
52.0,233.2662014221676,274.7693064722569,mba2011-02-16-173
64.0,276.5480038983905,234.45201101495337,mba2011-02-16-174
67.0,245.12422949784505,288.4060387592861,mba2011-02-16-175
59.0,279.5125109173099,280.10541910631184,mba2011-02-16-176
57.0,247.4958351129806,261.1325741852278,mba2011-02-16-177
62.0,243.9384266902773,252.2390531284697,mba2011-02-16-178
62.0,250.4603421319,258.7609685700923,mba2011-02-16-179
68.0,247.4958351129806,254.6106587436052,mba2011-02-16-17
46.0,158.5606245453992,54.80288566843902,mba2011-02-16-18
70.0,259.3538631886581,245.71713768684705,mba2011-02-16-19
66.0,74.36862520808886,248.0887433019825,mba2011-02-16-1
46.0,411.1366225573303,234.45201101495337,mba2011-02-16-1
65.0,216.0720607124352,265.8757854154988,mba2011-02-16-20
60.0,251.6461449394677,249.27454610955027,mba2011-02-16-21
54.0,329.31622883515547,331.68784123550904,mba2011-02-16-22
54.0,102.82789258971488,181.6837860781885,mba2011-02-16-22
59.0,254.61065195838708,261.1325741852278,mba2011-02-16-23
58.0,229.1158915956804,251.6461517246858,mba2011-02-16-25
59.0,259.946764592442,273.5835036646892,mba2011-02-16-26
63.0,273.5834968794711,271.8047994533376,mba2011-02-16-27
59.0,416.4727351913852,136.6232793906139,mba2011-02-16-28
68.0,130.10135716377317,404.6147139009257,mba2011-02-16-28
65.0,245.71713090162896,252.2390531284697,mba2011-02-16-29
66.0,229.1158915956804,229.1158983808985,mba2011-02-16-30
66.0,238.00941265243856,281.29122191387955,mba2011-02-16-31
75.0,265.28287722649685,240.38102505279213,mba2011-02-16-32
56.0,268.24738424541624,246.31003909063088,mba2011-02-16-33
54.0,216.0720607124352,348.8819819452414,mba2011-02-16-34
57.0,236.8236098448708,256.3893629549568,mba2011-02-16-35
70.0,239.7881168637901,233.85910961116952,mba2011-02-16-37
62.0,252.83194774703543,274.7693064722569,mba2011-02-16-38
63.0,243.34552528649343,256.3893629549568,mba2011-02-16-3
59.0,343.54586252596846,105.19950499006848,mba2011-02-16-40
55.0,217.2578635200029,452.04682620363576,mba2011-02-16-40
65.0,237.41651124865467,260.5396727814439,mba2011-02-16-41
44.0,89.78406170646963,73.18282918573917,mba2011-02-16-42
26.0,444.9320025730112,174.5689692327819,mba2011-02-16-42
62.0,254.61065195838708,271.21189804955367,mba2011-02-16-43
58.0,245.71713090162896,256.3893629549568,mba2011-02-16-44
48.0,195.3205115799995,239.7881236490083,mba2011-02-16-45
64.0,249.2745393243322,238.00941943765665,mba2011-02-16-46
58.0,258.1680603810904,354.81099598308015,mba2011-02-16-47
63.0,235.63780703730305,251.6461517246858,mba2011-02-16-48
66.0,242.1597224789257,272.9906022609053,mba2011-02-16-4
53.0,258.76096178487427,254.0177573398213,mba2011-02-16-50
63.0,242.1597224789257,252.83195453225352,mba2011-02-16-51
59.0,249.8674407281161,251.6461517246858,mba2011-02-16-52
54.0,283.66282074379706,275.3622078760408,mba2011-02-16-53
59.0,267.0615814378485,236.8236166300889,mba2011-02-16-54
46.0,248.6816379205483,264.68998260793103,mba2011-02-16-55
68.0,213.10755369351577,261.1325741852278,mba2011-02-16-56
63.0,233.2662014221676,234.45201101495337,mba2011-02-16-57
61.0,249.8674407281161,246.31003909063088,mba2011-02-16-58
54.0,264.689975822713,263.5041798003633,mba2011-02-16-60
64.0,279.5125109173099,243.9384334754954,mba2011-02-16-61
67.0,240.97391967135795,246.9029404944148,mba2011-02-16-62
69.0,277.7338067059583,287.8131373555022,mba2011-02-16-63
56.0,267.0615814378485,267.06158822306656,mba2011-02-16-64
66.0,261.13256740000975,267.6544896268504,mba2011-02-16-65
74.0,286.6273277627164,252.83195453225352,mba2011-02-16-66
60.0,286.03442635893254,279.512517702528,mba2011-02-16-67
60.0,255.2035533621709,345.3245735225382,mba2011-02-16-68
63.0,234.4520042297353,264.68998260793103,mba2011-02-16-69
49.0,398.09279167408505,124.17234991115248,mba2011-02-16-6
59.0,265.8757786302808,260.5396727814439,mba2011-02-16-71
57.0,235.63780703730305,274.17640506847306,mba2011-02-16-72
64.0,312.1220881254231,255.7964615511729,mba2011-02-16-74
47.0,69.62541397781784,106.9782092014201,mba2011-02-16-75
53.0,259.3538631886581,229.7087997846824,mba2011-02-16-77
43.0,305.60017268380045,88.00536428033607,mba2011-02-16-79
44.0,106.38530101241815,358.9613058095673,mba2011-02-16-79
67.0,295.52084881947457,223.18688434305977,mba2011-02-16-7
67.0,229.7087929994643,254.0177573398213,mba2011-02-16-80
48.0,259.946764592442,65.47511093654879,mba2011-02-16-81
58.0,270.02608845676787,278.9196162987441,mba2011-02-16-82
64.0,256.38935616973873,233.85910961116952,mba2011-02-16-83
64.0,232.0803986145998,261.7254755890117,mba2011-02-16-85
63.0,254.01775055460325,306.78598227658625,mba2011-02-16-86
69.0,248.6816379205483,267.06158822306656,mba2011-02-16-88
61.0,240.97391967135795,262.31837699279555,mba2011-02-16-89
71.0,272.3976940719034,274.17640506847306,mba2011-02-16-8
60.0,273.5834968794711,265.8757854154988,mba2011-02-16-90
61.0,238.60231405622244,282.4770247214473,mba2011-02-16-91
55.0,402.83600290435606,381.4915591533546,mba2011-02-16-92
53.0,264.09707441892914,248.0887433019825,mba2011-02-16-93
62.0,244.5313280940612,299.07826402739585,mba2011-02-16-94
63.0,288.406031974068,278.9196162987441,mba2011-02-16-95
54.0,272.99059547568726,270.026095241986,mba2011-02-16-96
22.0,199.47082140648664,150.8529130814269,mba2011-02-16-97
42.0,286.6273277627164,353.62519317551244,mba2011-02-16-97
56.0,353.0322849865105,343.5458693111865,mba2011-02-16-98
49.0,114.09301926160856,172.19736361764643,mba2011-02-16-98
64.0,249.8674407281161,264.68998260793103,mba2011-02-16-99
61.0,251.05324353568383,274.7693064722569,mba2011-02-16-9
55.0,421.80884782544007,261.7254755890117,mba2011-03-02-10
57.0,344.7318351804463,269.97676383161667,mba2011-03-02-12
33.0,232.67330001838369,248.6816447057664,mba2011-03-02-1
83.0,261.13256740000975,157.9677299268334,mba2011-03-02-2
112.0,370.8193271000268,328.72333421658965,mba2011-03-02-2
78.0,332.28073585407486,379.712854942003,mba2011-03-02-3
76.0,282.81286861856654,412.2300903403947,mba2011-03-02-4
30.0,192.39459757903563,269.86940827815465,mba2011-03-02-4
48.0,256.9822575735226,252.2390531284697,mba2011-03-02-5
73.0,381.4915523681365,277.7338134911763,mba2011-03-02-7
92.0,319.82980637461344,203.62113801819183,mba2011-03-02-7
70.0,399.8714958854367,339.3955594846994,mba2011-03-02-8
42.0,186.42699052324136,120.61494148844923,mba2011-03-24-10
95.0,150.26000489242494,159.15353273440115,mba2011-03-24-11
67.0,195.9134129837834,120.02204008466538,mba2011-03-24-12
48.0,175.40059778531145,96.46506058034949,mba2011-03-24-13
63.0,138.8112936478816,41.65633101805453,mba2011-03-24-14
29.0,275.36220109082274,210.73595486359835,mba2011-03-24-17
93.0,380.8986509643527,106.38530779763624,mba2011-03-24-17
62.0,364.29741165840414,64.28930812898105,mba2011-03-24-18
74.0,259.3538631886581,267.06158822306656,mba2011-03-24-18
64.0,155.00321612269596,113.50012464304274,mba2011-03-24-19
76.0,377.3412425416494,88.00536428033607,mba2011-03-24-1
75.0,361.9258060432686,195.91341976900145,mba2011-03-24-20
38.0,420.31091773439687,167.67415405619667,mba2011-03-24-20
25.0,400.6632834551001,186.464537797396,mba2011-03-24-20
52.0,252.05027414012653,218.68807056148407,mba2011-03-24-20
66.0,216.66496211621904,47.09516741924864,mba2011-03-24-21
41.0,340.5813555070491,91.56277270303931,mba2011-03-24-2
87.0,293.14924320433903,382.0844605571384,mba2011-03-24-2
75.0,438.4100871313886,191.17020853873044,mba2011-03-24-3
45.0,354.8109891978621,380.8986577495707,mba2011-03-24-5
58.0,145.9467086239145,119.6028299842216,mba2011-03-24-6
71.0,289.5918347816358,89.78406849168769,mba2011-03-24-7
78.0,354.8109891978621,124.17234991115248,mba2011-03-24-8
113.0,331.6878321885515,112.31431278851755,mba2011-03-24-9
81.0,315.0865951443424,184.055391693324,mba2011-03-25-1
32.0,259.45796439283373,18.54140997082669,mba2011-03-25-1
74.0,194.7120219968464,177.78366130564427,mba2011-03-25-2
86.0,196.029074677978,123.79182066656644,mba2011-03-25-3
98.0,228.3002828860417,308.1308617311932,mba2011-03-25-4
103.0,316.65912972566593,154.34045045993977,mba2011-03-25-4
47.0,346.08009341711283,323.3215744027884,mba2011-03-25-4
20.0,237.23259876991003,302.2543173742976,mba2011-03-25-4
79.0,128.84095708527644,275.3319929871442,mba2011-03-25-5
63.0,344.7316653335362,130.69426535277512,mba2011-03-25-6
106.0,195.9282893031232,354.7216962553823,mba2011-03-25-6
123.0,325.06040426438926,284.6673577514304,mba2011-03-25-6
27.0,374.6658199591459,251.30190869615973,mba2011-03-25-7
57.0,313.0524176450026,179.1882485772034,mba2011-03-25-8
60.0,309.5712671905869,296.9144275811115,mba2011-03-25-8
65.0,259.4101100733602,130.32409037328057,mba2011-03-25-8
80.0,251.55940994655944,364.773966004675,mba2011-03-25-8
102.0,288.21826726814913,300.0571176950107,mba2011-03-25-8
53.0,329.8657124183811,331.1122734486134,mba2011-03-25-9
50.0,298.4188518391916,219.0924160108308,mba2011-03-25-9
64.0,271.21189126433563,224.9655885544114,mba2011-04-12-10
55.0,178.71927227405098,347.69617913767365,mba2011-04-12-11
75.0,251.05324353568383,160.93223694575278,mba2011-04-12-11
64.0,253.4248491508193,274.17640506847306,mba2011-04-12-12
58.0,250.4603421319,234.45201101495337,mba2011-04-12-13
63.0,271.21189126433563,287.22023595171834,mba2011-04-12-14
78.0,256.9822575735226,262.31837699279555,mba2011-04-12-15
48.0,245.12422949784505,268.24739103063433,mba2011-04-12-16
63.0,313.9007923367747,249.86744751333416,mba2011-04-12-17
63.0,300.2640600497455,193.541814153866,mba2011-04-12-18
81.0,249.8674407281161,271.21189804955367,mba2011-04-12-19
65.0,279.5125109173099,234.45201101495337,mba2011-04-12-1
72.0,318.6440035670457,249.86744751333416,mba2011-04-12-20
75.0,224.37268036540945,278.3267148949602,mba2011-04-12-21
74.0,287.2202291665003,193.541814153866,mba2011-04-12-22
70.0,332.8736372578587,230.89460259225007,mba2011-04-12-23
65.0,272.99059547568726,326.944630005238,mba2011-04-12-24
61.0,323.9801162011006,260.5396727814439,mba2011-04-12-25
53.0,321.0156091821812,236.230715226305,mba2011-04-12-26
61.0,275.95510249460665,199.4708281917047,mba2011-04-12-27
60.0,276.5480038983905,205.9927436333273,mba2011-04-12-28
81.0,225.5584831729772,285.4415317403667,mba2011-04-12-29
64.0,245.71713090162896,255.7964615511729,mba2011-04-12-2
70.0,412.915326768682,213.7004618825177,mba2011-04-12-30
61.0,168.0470470059412,326.3517286014541,mba2011-04-12-30
62.0,358.36839762056536,240.38102505279213,mba2011-04-12-31
50.0,344.1387639297524,354.81099598308015,mba2011-04-12-32
74.0,160.93223016053471,137.21618079439776,mba2011-04-12-32
66.0,309.1575811065037,200.0637295954886,mba2011-04-12-33
67.0,306.78597549136816,219.62947592035647,mba2011-04-12-34
63.0,258.1680603810904,219.0365745165726,mba2011-04-12-35
63.0,257.5751589773065,241.56682786035992,mba2011-04-12-3
53.0,262.3183702075775,265.8757854154988,mba2011-04-12-4
63.0,244.5313280940612,189.3915043273788,mba2011-04-12-5
47.0,211.3288494821641,230.30170118846627,mba2011-04-12-6
61.0,156.78192033404758,324.5730243901025,mba2011-04-12-7
58.0,369.0406228886752,157.9677299268334,mba2011-04-12-7
66.0,187.61279333080915,179.90508186683684,mba2011-04-12-8
67.0,265.8757786302808,276.5480106836086,mba2011-04-12-9
74.0,151.07167023178755,207.8898892476282,mba2011-04-21-1
100.0,153.95148132295068,207.4328468193967,mba2011-04-21-1
67.0,252.83194774703543,251.0532503209019,mba2011-04-22-10
65.0,248.6816379205483,282.4770247214473,mba2011-04-22-11
65.0,266.4686800340646,261.1325741852278,mba2011-04-22-12
66.0,273.5834968794711,246.9029404944148,mba2011-04-22-13
64.0,278.91960951352604,252.83195453225352,mba2011-04-22-14
63.0,240.3810182675741,267.06158822306656,mba2011-04-22-15
64.0,58.95318870970809,218.4436731127888,mba2011-04-22-16
64.0,267.0615814378485,269.43319383820204,mba2011-04-22-17
63.0,243.34552528649343,227.9300955733308,mba2011-04-22-18
52.0,283.662820743797,242.75263066792763,mba2011-04-22-19
60.0,241.5668210751418,263.5041798003633,mba2011-04-22-1
63.0,273.5834968794711,251.6461517246858,mba2011-04-22-20
62.0,279.5125109173099,249.86744751333416,mba2011-04-22-21
66.0,237.41651124865467,245.1242362830632,mba2011-04-22-22
57.0,265.28287722649685,253.42485593603743,mba2011-04-22-23
65.0,281.8841165324454,254.6106587436052,mba2011-04-22-24
67.0,256.9822575735226,226.1513913619791,mba2011-04-22-2
70.0,219.4254645986352,124.53686385554666,mba2011-04-22-3
65.0,248.6816379205483,270.026095241986,mba2011-04-22-4
59.0,267.0615814378485,253.42485593603743,mba2011-04-22-5
67.0,242.7526238827096,249.27454610955027,mba2011-04-22-6
65.0,272.99059547568726,244.53133487927929,mba2011-04-22-7
65.0,278.3267081097421,258.7609685700923,mba2011-04-22-8
67.0,255.2035533621709,291.37054577820544,mba2011-04-22-9
72.0,295.878092731788,209.39450326518795,mba2011-07-15-10
69.0,252.3499317958851,192.2123344747,mba2011-07-15-11
70.0,250.05897595715336,286.71426282238383,mba2011-07-15-12
80.0,272.9685343444707,247.1952746042615,mba2011-07-15-13
79.0,280.98687978003176,209.39450326518795,mba2011-07-15-1
51.0,256.35910451366567,248.91349148331028,mba2011-07-15-2
47.0,196.22151374695773,238.03145124933457,mba2011-07-15-3
32.0,209.3945098196652,90.8375386108209,mba2011-07-15-3
68.0,301.60548232861737,272.96852778999346,mba2011-07-15-4
67.0,258.6500603523974,211.6854591039197,mba2011-07-15-5
67.0,242.0406305215923,253.4954031607737,mba2011-07-15-6
95.0,202.52164230347,227.14941101535885,mba2011-07-15-7
82.0,237.45871884412887,303.32369265318886,mba2011-07-15-8
80.0,132.6474892221522,228.29488893472472,mba2011-07-15-9
68.0,223.1402448520556,216.2673707813832,mba2011-07-16-1
54.0,200.23068646473823,244.33157980584684,mba2011-07-16-2
64.0,226.00393965047024,204.81259158772448,mba2011-07-16-3
79.0,116.46462487674404,325.1659257938864,mba2011-07-18-10
74.0,195.9134129837834,72.58992778195531,mba2011-07-18-11
50.0,279.5125109173099,107.57111060520396,mba2011-07-18-15
79.0,372.0051299075945,378.5270521344352,mba2011-07-18-1
45.0,430.70236888219824,229.7087997846824,mba2011-07-18-20
96.0,344.1387639297524,421.80885461065816,mba2011-07-18-21
66.0,344.7316653335362,117.057533065746,mba2011-07-18-2
66.0,85.6337518799825,411.1366293425484,mba2011-07-18-3
70.0,415.28693238381743,207.1785464408951,mba2011-07-18-3
98.0,246.3100323054128,376.1554465192997,mba2011-07-18-3
46.0,275.95510249460665,364.2974184436222,mba2011-07-18-4
65.0,366.6690172735396,101.64209656736524,mba2011-07-18-5
100.0,322.36621190040853,112.2972732703507,mba2011-07-30-1
46.0,301.4498628573133,399.8715026706548,mba2011-07-30-2
58.0,162.23168810155516,211.01819833631043,mba2011-07-31-11
71.0,228.8109166344117,128.3681215369023,mba2011-07-31-12
57.0,290.79847423396785,201.260897603047,mba2011-07-31-13
43.0,148.45667530165375,157.06606487003012,mba2011-07-31-1
32.0,92.20870636872324,255.2130310693273,mba2011-07-31-2
65.0,69.62541397781784,344.1387707149704,mba2011-07-31-5
67.0,219.6294691351384,194.7276169614337,mba2011-07-31-6
52.0,159.1535259491831,182.86958888575617,mba2011-07-31-6
73.0,331.5495537670094,240.29010053610085,mba2011-08-01-10
108.0,368.6975395833768,66.86715797895837,mba2011-08-01-12
45.0,446.3413270995208,228.2369643361872,mba2011-08-01-13
86.0,416.4954660330678,104.26184913707488,mba2011-08-01-13
49.0,278.74533803405416,344.17665540202364,mba2011-08-01-13
90.0,64.6586807689205,201.8348564697095,mba2011-08-01-13
72.0,275.8755437007414,169.1192010699438,mba2011-08-01-13
35.0,392.3891936332405,264.39637293592824,mba2011-08-01-13
43.0,69.25035170222095,192.65151460310864,mba2011-08-01-15
48.0,247.7515592342761,443.4715393346459,mba2011-08-01-15
106.0,445.7673682328582,286.20680986910537,mba2011-08-01-16
48.0,268.41407843412816,372.8745987351514,mba2011-08-01-17
89.0,152.47438736829167,350.49020293531174,mba2011-08-01-17
57.0,80.7295290354721,299.9818226690067,mba2011-08-01-18
51.0,217.9056981678232,195.5213089364214,mba2011-08-01-18
88.0,318.92245870043314,382.6318994684149,mba2011-08-01-19
59.0,170.56856184046364,114.05471813453129,mba2011-08-01-1
45.0,202.1864423862912,465.04085950463127,mba2011-08-01-1
89.0,215.22275163497065,161.48108699966835,mba2011-08-01-1
65.0,124.43416936738208,112.1293448439535,mba2011-08-01-1
50.0,256.6595917468444,368.6652875590372,mba2011-08-01-1
28.0,347.620402033561,114.59310873700088,mba2011-08-01-20
96.0,334.41934810032217,357.951668201925,mba2011-08-01-20
108.0,235.1244641676999,383.2058583350775,mba2011-08-01-21
74.0,83.02536450212232,167.97128333661868,mba2011-08-01-2
66.0,399.2767000331911,223.6452934028867,mba2011-08-01-3
85.0,332.123512633672,460.6903053345226,mba2011-08-01-4
90.0,421.0871369663682,371.7266810018263,mba2011-08-01-4
89.0,413.625671699755,98.52226047044928,mba2011-08-01-4
86.0,80.7295290354721,178.87650180320725,mba2011-08-01-5
62.0,211.59215063453505,402.1465009349418,mba2011-08-01-6
50.0,398.128782299866,271.8578382025415,mba2011-08-01-7
33.0,233.4025875677122,137.5514634035032,mba2011-08-01-8
55.0,135.255621368415,234.5505118694753,mba2011-08-01-9
20.0,387.79752269994,371.1527221351637,mba2011-08-01-9
66.0,267.266160700803,52.0315922707822,mba2011-08-01-9
46.0,145.82048529485965,132.64748266767498,mba2011-08-10-11
59.0,314.7784784013248,231.15858373313927,mba2011-08-10-13
41.0,251.20445387651924,299.8872588950913,mba2011-08-10-14
89.0,215.6946383761774,226.00393309599303,mba2011-08-10-15
53.0,285.56879145749525,225.43119413631007,mba2011-08-10-16
81.0,108.0197139557861,371.47962885545786,mba2011-08-10-17
86.0,380.643458764862,53.03676727174735,mba2011-08-10-17
41.0,297.59630961083684,223.14023829757832,mba2011-08-10-19
59.0,313.63300048195896,202.5216357489928,mba2011-08-10-1
22.0,255.21362659429977,242.613362926798,mba2011-08-10-21
66.0,261.5137551508121,267.24113819316415,mba2011-08-10-22
58.0,269.53210058637313,254.6408810801396,mba2011-08-10-23
50.0,243.1861084409581,233.4495395718712,mba2011-08-10-24
90.0,288.4324862559099,256.35909795918843,mba2011-08-10-25
26.0,264.95018890890964,228.29488893472472,mba2011-08-10-26
98.0,240.8951526022265,258.6500537979201,mba2011-08-10-27
53.0,312.4875225625931,215.69463182170017,mba2011-08-10-28
26.0,232.3040682069825,230.0131058137735,mba2011-08-10-29
103.0,218.5583331745921,205.38533054740745,mba2011-08-10-2
74.0,232.8768071666654,234.595017491237,mba2011-08-10-30
61.0,270.10483954605604,264.9501823544324,mba2011-08-10-31
78.0,205.9580760615676,227.14941101535885,mba2011-08-10-32
48.0,220.8492890133238,245.47705772521272,mba2011-08-10-33
70.0,197.3669916663236,197.3669851118464,mba2011-08-10-34
60.0,256.35910451366567,228.29488893472472,mba2011-08-10-35
62.0,191.0668631098113,246.04979668489565,mba2011-08-10-36
67.0,230.58585132793368,196.7942461521634,mba2011-08-10-37
29.0,183.6212566339332,256.93183691887134,mba2011-08-10-38
64.0,226.57667861015315,183.621250079456,mba2011-08-10-39
72.0,252.3499317958851,224.8584551766271,mba2011-08-10-3
59.0,259.7955382717633,231.7313226928223,mba2011-08-10-40
60.0,298.1690485705197,231.7313226928223,mba2011-08-10-41
83.0,411.5713625877404,249.48623044299325,mba2011-08-10-42
76.0,233.4495461263484,239.7496681283833,mba2011-08-10-4
38.0,289.0052252155928,240.8951460477492,mba2011-08-10-5
66.0,177.89386703710386,189.3486396762853,mba2011-08-10-6
78.0,262.086494110495,224.2857162169442,mba2011-08-10-7
68.0,250.6317149168364,217.412848700749,mba2011-08-10-8
78.0,256.35910451366567,240.3224070880663,mba2011-08-10-9
64.0,118.22597676035514,322.34600503192667,mba2011-08-26-10
50.0,10.31983538405703,275.6157403388754,mba2011-08-26-10
50.0,159.41379294924093,267.4396200853008,mba2011-08-26-10
39.0,38.2148302269088,101.9934220129677,mba2011-08-26-10
81.0,110.53561083890528,222.59398293927583,mba2011-08-26-11
62.0,187.01989192702524,312.714996314425,mba2011-08-26-12
70.0,89.8960124439571,191.9834447671972,mba2011-08-26-13
77.0,137.52946392108075,221.6067794166096,mba2011-08-26-13
78.0,223.7121080138157,231.7771524876799,mba2011-08-26-13
77.0,164.65903004961154,186.65798176732952,mba2011-08-26-14
93.0,279.8496695395221,105.8403719053662,mba2011-08-26-15
78.0,283.30347809271404,227.02404603289327,mba2011-08-26-16
80.0,35.77434603044705,113.32581906238548,mba2011-08-26-16
48.0,22.926422222297223,150.69002136255233,mba2011-08-26-17
55.0,281.7747599484733,219.2958166095724,mba2011-08-26-18
71.0,45.48755953094624,191.33979684159152,mba2011-08-26-19
60.0,113.61657534395802,227.8557723080345,mba2011-08-26-1
46.0,327.0049060431654,235.93696746132605,mba2011-08-26-1
27.0,251.4144320033858,48.23555450039129,mba2011-08-26-1
50.0,244.15441625381425,180.09236527198075,mba2011-08-26-20
47.0,76.87394820630143,119.58119325388527,mba2011-08-26-20
33.0,178.68222737224,38.91514920218907,mba2011-08-26-21
42.0,97.1042864141593,32.430689054454035,mba2011-08-26-21
57.0,226.2129778462701,36.735085301063975,mba2011-08-26-22
50.0,130.2399180498117,45.31804186822691,mba2011-08-26-22
44.0,181.6837792929704,77.3331390122263,mba2011-08-26-23
59.0,243.64348241380912,179.01921142358506,mba2011-08-26-23
79.0,98.3971108503074,33.77283986008334,mba2011-08-26-23
60.0,54.209977479437086,210.73595486359835,mba2011-08-26-24
57.0,264.4123379396977,215.89382845014364,mba2011-08-26-24
88.0,226.74428598054493,74.36863199330693,mba2011-08-26-25
89.0,295.5208488194745,171.01156081007866,mba2011-08-26-25
105.0,277.1409053021744,193.541814153866,mba2011-08-26-26
113.0,114.6859206653924,99.8633923560136,mba2011-08-26-26
96.0,245.12422949784505,240.973926456576,mba2011-08-26-26
75.0,261.48703596878374,118.77503872647485,mba2011-08-26-2
80.0,194.7276101762156,226.74429276576305,mba2011-08-26-3
40.0,146.7025964697217,208.36434924846287,mba2011-08-26-4
75.0,147.29549787350555,239.7881236490083,mba2011-08-26-5
66.0,112.90721645404078,195.3205183652176,mba2011-08-26-6
68.0,255.79645476595485,79.7047446273618,mba2011-08-26-7
78.0,99.27048416701165,134.25167377547837,mba2011-08-26-8
52.0,210.1430466745964,162.11803975332057,mba2011-08-26-9
74.0,316.86529935569405,219.0365745165726,mba2011-11-23-10
64.0,397.4998902703012,130.10136394899126,mba2011-11-23-11
47.0,368.63606531942696,266.70995573309483,mba2011-11-23-12
95.0,465.090650301663,219.0365745165726,mba2011-11-23-13
74.0,448.09874751521886,192.05896522622112,mba2011-11-23-13
49.0,339.39555269948136,231.48750399603404,mba2011-11-23-14
48.0,317.458200759478,240.973926456576,mba2011-11-23-14
50.0,429.1642228605344,313.4553253623573,mba2011-11-23-14
62.0,308.9799216939068,258.7721233060101,mba2011-11-23-15
80.0,210.1430466745964,204.2140394219757,mba2011-11-23-16
98.0,291.3705412547268,290.1847339236804,mba2011-11-23-16
47.0,447.3036104498861,266.4686777723253,mba2011-11-23-16
62.0,212.5146522897319,258.16806716630845,mba2011-11-23-18
52.0,412.6032816223458,187.23685954060227,mba2011-11-23-19
